id,name,distance,moving_time,type,average_speed,start_date,total_elevation_gain,gear_id,average_heartrate,elapsed_time,kilojoules,calories,average_cadence
2529807067,Afternoon Ride,52184.3,6844,Ride,7.625,2019-07-13T21:48:30+00:00,122.0,b1683032,147.2,6903,1616.1,,73.8
2527006408,Lunch Swim,178.5,230,Swim,0.776,2019-07-12T16:34:22+00:00,0.0,,,230,,,21.0
2526103763,Lunch Swim,187.1,297,Swim,0.63,2019-07-12T16:19:13+00:00,0.0,,,297,,,14.0
2526103300,Lunch Swim,10.8,134,Swim,0.081,2019-07-12T16:15:24+00:00,0.0,,,134,,,
2526102563,Lunch Swim,350.8,1076,Swim,0.326,2019-07-12T15:47:05+00:00,0.0,,,1076,,,24.6
2524572213,Evening Ride,42949.1,5504,Ride,7.803,2019-07-11T22:18:14+00:00,50.0,b1683032,124.3,5551,1310.6,,71.3
2523563008,Lunch Swim,3000.0,2893,Swim,1.037,2019-07-11T15:57:00+00:00,0,,,3059,,,26.5
2519035485,Afternoon Ride,44582.3,5744,Ride,7.762,2019-07-09T21:48:33+00:00,52.0,b1683032,133.9,5959,1341.5,,70.3
2517910810,Lunch Swim,2700.0,2620,Swim,1.031,2019-07-09T16:01:44+00:00,0,,,2926,,,26.3
2516299179,Afternoon Ride,56252.4,6544,Ride,8.596,2019-07-08T21:41:57+00:00,56.0,b1683032,138.0,7287,1867.3,,72.4
2514993635,Lunch Swim,800.0,673,Swim,1.189,2019-07-08T16:12:13+00:00,0,,,958,,,29.1
2514993071,Lunch Swim,800.0,819,Swim,0.977,2019-07-08T16:01:39+00:00,0,,,868,,,24.0
2509544938,Lunch Swim,2700.0,2971,Swim,0.909,2019-07-06T15:54:12+00:00,0,,,3604,,,
2506579997,Lunch Swim,2300.0,2252,Swim,1.021,2019-07-05T16:00:21+00:00,0,,,2580,,,26.4
2501148829,Lunch Swim,800.0,935,Swim,0.856,2019-07-03T16:26:04+00:00,0,,,1069,,,28.0
2501081610,Lunch Swim,1000.0,1078,Swim,0.928,2019-07-03T16:05:44+00:00,0,,,1211,,,23.5
2499339360,Afternoon Ride super easy,37059.8,4734,Ride,7.828,2019-07-02T21:47:20+00:00,38.0,b1683032,123.9,4793,1151.5,,73.1
2496477002,Afternoon Ride,54510.5,6841,Ride,7.968,2019-07-01T21:35:47+00:00,58.0,b1683032,141.3,6872,1719.9,,72.7
2495487178,Lunch Swim,3050.0,2887,Swim,1.056,2019-07-01T15:52:30+00:00,0,,,3273,,,25.2
2492899591,Lunch Swim,1550.0,1651,Swim,0.939,2019-06-30T15:46:48+00:00,0,,,3310,,,22.9
2491216031,Afternoon Ride,77040.6,10049,Ride,7.666,2019-06-29T21:39:30+00:00,123.0,b1683032,141.3,10782,2386.8,,72.1
2490389711,Lunch Swim,3000.0,2979,Swim,1.007,2019-06-29T15:56:09+00:00,0,,,3351,,,25.7
2488526369,Afternoon Swim,2550.0,2512,Swim,1.015,2019-06-28T21:52:56+00:00,0,,,3450,,,25.2
2486046777,Evening Ride,5447.4,721,Ride,7.555,2019-06-27T23:12:31+00:00,19.0,b1683032,127.9,721,186.3,,66.0
2486015545,Afternoon Ride,40455.9,5003,Ride,8.086,2019-06-27T21:39:20+00:00,38.0,b1683032,144.3,5049,1282.0,,73.6
2485110753,Lunch Swim,900.0,830,Swim,1.084,2019-06-27T16:29:42+00:00,0,,,967,,,23.0
2485102452,Lunch Swim,2300.0,2336,Swim,0.985,2019-06-27T15:53:19+00:00,0,,,2590,,,25.9
2482436269,Lunch Swim,2800.0,2623,Swim,1.067,2019-06-26T15:57:20+00:00,0,,,3233,,,25.5
2480705603,Evening Swim,900.0,860,Swim,1.047,2019-06-25T23:11:47+00:00,0,,,1846,,,23.0
2480638727,Afternoon Ride,36706.5,4516,Ride,8.128,2019-06-25T21:40:17+00:00,67.0,b1683032,145.3,4601,1232.9,,69.2
2476977100,Lunch Swim,500.0,435,Swim,1.149,2019-06-24T16:26:56+00:00,0,,,587,,,28.0
2476933371,Lunch Swim,2000.0,2011,Swim,0.995,2019-06-24T15:52:57+00:00,0,,,2025,,,26.4
2475483312,Afternoon Ride,73297.4,9167,Ride,7.996,2019-06-23T20:07:44+00:00,95.0,b1683032,141.2,9266,2358.8,,72.1
2468699380,Lunch Swim,2450.0,2308,Swim,1.062,2019-06-21T15:50:38+00:00,0,,,3589,,,26.1
2467158918,Evening Ride,47009.4,6068,Ride,7.747,2019-06-20T22:25:44+00:00,42.0,b1683032,125.1,6137,1450.0,,70.7
2466146398,Lunch Swim,200.0,111,Swim,1.802,2019-06-20T16:40:41+00:00,0,,,124,,,12.0
2466146235,Lunch Swim,600.0,542,Swim,1.107,2019-06-20T16:26:30+00:00,0,,,719,,,25.6
2466146022,Lunch Swim,2000.0,1971,Swim,1.015,2019-06-20T15:54:09+00:00,0,,,2309,,,26.6
2463417719,Lunch Swim,900.0,842,Swim,1.069,2019-06-19T16:32:57+00:00,0,,,1055,,,23.2
2463354365,Lunch Swim,1500.0,1604,Swim,0.935,2019-06-19T15:58:05+00:00,0,,,1915,,,25.2
2461809676,Afternoon Ride,74860.8,9528,Ride,7.857,2019-06-18T21:58:39+00:00,117.0,b1683032,133.9,9634,2353.9,,67.4
2460600024,Lunch Swim,2050.0,1923,Swim,1.066,2019-06-18T16:13:32+00:00,0,,,2137,,,25.2
2460496701,Lunch Swim,1050.0,1032,Swim,1.017,2019-06-18T15:57:17+00:00,0,,,1181,,,22.4
2458894909,Afternoon Ride,65209.8,8245,Ride,7.909,2019-06-17T21:38:30+00:00,62.0,b1683032,133.8,8291,2058.0,,68.4
2457842194,Lunch Swim,1100.0,1009,Swim,1.09,2019-06-17T16:19:10+00:00,0,,,1238,,,24.3
2457778895,Lunch Swim,1250.0,1464,Swim,0.854,2019-06-17T15:59:13+00:00,0,,,1652,,,23.2
2455469114,Lunch Swim,400.0,461,Swim,0.868,2019-06-16T16:03:23+00:00,0,,,792,,,21.1
2455363914,Lunch Swim,600.0,631,Swim,0.951,2019-06-16T15:46:58+00:00,0,,,739,,,22.9
2451913294,Morning Walk,5047.2,2339,Walk,2.158,2019-06-15T13:24:18+00:00,14.0,g1453101,134.2,2437,,,71.8
2450381625,Evening Ride,36780.2,4496,Ride,8.181,2019-06-14T22:34:03+00:00,62.0,b1683032,137.6,4594,1234.5,,66.1
2449621276,Lunch Swim,3100.0,3116,Swim,0.995,2019-06-14T15:55:52+00:00,0,,,3668,,,24.7
2448255065,10 min Cool Down Ride with Hannah Marie Corbin,3653.2,596,Ride,6.13,2019-06-14T01:29:49+00:00,0,b5274657,,596,50.2,,51.9
2448236818,45 min 90s Pop Ride with Olivia Amato,26763.3,2698,Ride,9.92,2019-06-14T00:39:38+00:00,0,b5274657,57.2,2698,604.9,,74.5
2444597955,Lunch Swim,2900.0,2812,Swim,1.031,2019-06-12T15:56:55+00:00,0,,,3446,,,25.6
2442979407,Afternoon Ride,60123.9,7342,Ride,8.189,2019-06-11T21:45:13+00:00,68.0,b1683032,149.3,7741,2025.0,,69.7
2441940359,Lunch Swim,2500.0,2532,Swim,0.987,2019-06-11T16:01:56+00:00,0,,,3129,,,23.4
2440225780,Afternoon Swim,1850.0,1886,Swim,0.981,2019-06-10T21:41:52+00:00,0,,,3017,,,24.5
2437001553,Lunch Swim,2650.0,2678,Swim,0.99,2019-06-09T15:55:32+00:00,0,,,3366,,,20.8
2433801278,Lunch Swim,1800.0,2009,Swim,0.896,2019-06-08T16:02:01+00:00,0,,,2883,,,20.9
2431694598,Afternoon Ride,43701.0,5509,Ride,7.933,2019-06-07T19:55:51+00:00,63.0,b1683032,118.9,5639,1454.6,,72.0
2429659685,Evening Ride,48676.8,6083,Ride,8.002,2019-06-06T22:00:42+00:00,57.0,b1683032,115.1,6126,1614.7,,69.9
2417731920,Morning Ride,80892.9,11008,Ride,7.349,2019-06-02T11:05:34+00:00,165.0,b1683032,126.3,12925,2486.5,,63.7
2414953433,Morning Ride,114566.0,14375,Ride,7.97,2019-06-01T11:23:59+00:00,442.0,b1683032,155.4,17720,3782.1,,69.9
2384094205,Evening Swim,1577.3,1961,Swim,0.804,2019-05-21T00:56:23+00:00,0,,,2047,,,22.9
2378026588,Lunch Ride,0.0,4332,Ride,0.0,2019-05-18T16:46:38+00:00,0,b1683032,135.9,4332,,,
2371042225,Afternoon Ride,41833.7,5514,Ride,7.587,2019-05-15T21:25:57+00:00,35.0,b1683032,127.0,6426,1296.0,,65.1
2368381256,Evening Ride,43858.1,5480,Ride,8.003,2019-05-14T22:26:56+00:00,64.0,b1683032,153.2,6010,1433.6,,72.4
2347791258,Evening Ride,0.0,3512,Ride,0.0,2019-05-07T00:00:14+00:00,0,b1683032,133.6,3512,,,
2337498545,45 min 90s Hip Hop Ride with Jess King,20084.6,2337,Ride,8.594,2019-05-02T23:42:56+00:00,0,b5274657,64.7,2337,369.6,,67.1
2326203522,Morning Ride,112159.0,14201,Ride,7.898,2019-04-28T12:29:12+00:00,660.0,b1683032,135.3,15613,3974.7,,
2323514333,Morning Ride,161655.0,21229,Ride,7.615,2019-04-27T11:14:50+00:00,672.0,b1683032,147.5,26555,5473.9,,73.7
2311507531,Evening Swim,2423.2,3751,Swim,0.646,2019-04-23T00:52:23+00:00,0,,,3755,,,23.5
2304997314,Morning Ride,50193.7,6516,Ride,7.703,2019-04-20T13:34:51+00:00,69.0,b1683032,111.1,6561,1591.8,,75.6
2300617006,20 min Beginner Ride with Leanne Hainsby,7097.2,1174,Ride,6.045,2019-04-19T00:12:11+00:00,0,b5274657,126.9,1174,119.7,,51.2
2300582855,45 min Sweat Steady Ride with Jess King,24735.6,2699,Ride,9.165,2019-04-18T23:23:25+00:00,0,b5274657,57.7,2699,525.4,,71.5
2298245490,Evening Swim,2263.1,3125,Swim,0.724,2019-04-18T00:42:39+00:00,0,,,4283,,,20.7
2295486554,15 min HIIT Ride with Jennifer Jacobs,8899.7,899,Ride,9.9,2019-04-16T23:38:22+00:00,0,b1683032,,899,196.5,,77.3
2287724599,Afternoon Ride,52855.1,6765,Ride,7.813,2019-04-13T19:45:20+00:00,76.0,b1683032,143.1,6841,1685.0,,78.9
2285248771,Evening Ride,28654.7,3865,Ride,7.414,2019-04-12T23:11:01+00:00,35.0,b1683032,155.3,3865,837.3,,75.4
2283297322,20 min Beginner Ride with Leanne Hainsby,3122.1,427,Ride,7.312,2019-04-12T01:13:31+00:00,0,b5274657,104.4,427,48.2,,57.1
2283269316,30 min Pop Ride with Olivia Amato,18024.6,1798,Ride,10.025,2019-04-12T00:40:21+00:00,0,b5274657,,1798,421.8,,76.6
2275974027,Evening Swim,2560.3,4095,Swim,0.625,2019-04-09T00:41:02+00:00,0,,,4470,,,21.5
2275720342,Afternoon Ride,43013.9,5404,Ride,7.96,2019-04-08T21:18:56+00:00,133.0,b1683032,151.5,5620,1440.1,,76.0
2269986168,30 min Intervals & Arms Ride with Robin Arzon,14870.3,1799,Ride,8.266,2019-04-06T18:25:28+00:00,0,b5274657,159.7,1799,269.7,,65.0
2269920744,30 min 80s Pop Ride with Jennifer Jacobs,17509.6,1797,Ride,9.744,2019-04-06T17:52:24+00:00,0,b5274657,141.4,1797,386.8,,79.4
2267716148,20 min Low Impact Ride with Olivia Amato,8095.0,1198,Ride,6.757,2019-04-05T23:31:07+00:00,0,b5274657,137.7,1198,118.5,,54.7
2267686679,60 min Rock Ride with Jenn Sherman,35389.4,3598,Ride,9.836,2019-04-05T22:27:18+00:00,0,b5274657,112.3,3598,803.5,,73.4
2248022596,Afternoon Walk,694.2,241,Walk,2.88,2019-03-28T21:23:03+00:00,73.0,g1453101,86.2,925,,,52.0
2247411886,Lunch Activity,1588.1,685,Workout,2.318,2019-03-28T16:49:46+00:00,32.0,,76.5,3350,,,
2243011491,Afternoon Ride,23115.1,3203,Ride,7.217,2019-03-26T20:13:43+00:00,31.0,b1683032,140.3,3506,726.6,,75.7
2242279814,Lunch Activity,2346.6,1977,Kayaking,1.187,2019-03-26T16:17:39+00:00,3.0,,96.6,2041,,,
2241912588,Morning Ride,50025.1,7583,Ride,6.597,2019-03-26T11:19:15+00:00,107.0,b1683032,117.5,8446,1488.5,,64.7
2239769588,Morning Ride,29601.6,4095,Ride,7.229,2019-03-25T13:41:06+00:00,47.0,b1683032,139.4,6249,961.1,,70.6
2228423778,Evening Swim,4000.5,3869,Swim,1.034,2019-03-21T00:40:46+00:00,0,,,4160,,,22.6
2226011243,45 min Pop Ride with Jess King,13180.5,1770,Ride,7.447,2019-03-20T01:17:26+00:00,0,b1683032,119.1,1770,220.4,,58.7
2225949540,45 min Pop Ride with Jennifer Jacobs,26023.0,2698,Ride,9.645,2019-03-20T00:26:29+00:00,0,b1683032,134.2,2698,559.5,,71.0
2223495298,Evening Swim,2446.0,2330,Swim,1.05,2019-03-19T00:40:58+00:00,0,,,3502,,,24.1
2217833617,30 min HIIT Ride with Emma Lovewell,15739.3,1798,Ride,8.754,2019-03-16T18:10:45+00:00,0,b1683032,150.6,1798,318.6,,69.8
2217762750,30 min Advanced Beginner Ride with Jennifer Jacobs,18539.6,1798,Ride,10.311,2019-03-16T17:36:56+00:00,0,b1683032,126.5,1798,440.0,,77.2
2215812095,30 min 80s Rock Ride with Jennifer Jacobs,16785.4,1798,Ride,9.336,2019-03-15T23:09:11+00:00,0,b1683032,155.6,1798,365.1,,58.6
2215765335,30 min HIIT Ride with Robin Arzon,17912.0,1800,Ride,9.951,2019-03-15T22:33:26+00:00,0,b1683032,142.1,1800,402.2,,76.5
2215720558,Evening Activity,0.0,1135,Workout,0.0,2019-03-15T22:10:26+00:00,0,,96.4,1135,,,
2211982251,Evening Swim,2926.1,2643,Swim,1.107,2019-03-14T00:49:08+00:00,0,,,3786,,,23.0
2209676533,10 min Low Impact Ride with Olivia Amato,1963.4,430,Ride,4.566,2019-03-13T00:09:19+00:00,0,b5274657,111.4,430,20.6,,42.6
2209651754,30 min Intervals & Arms Ride with Ally Love,19344.3,1798,Ride,10.759,2019-03-12T23:33:36+00:00,0,b5274657,139.3,1798,497.7,,68.4
2209595025,Evening Activity,0.0,526,Workout,0.0,2019-03-12T23:20:41+00:00,0,,103.2,526,,,
2207489243,Evening Swim,2537.5,2346,Swim,1.082,2019-03-12T00:42:58+00:00,0,,,3524,,,21.4
2200197564,15 min Warm Up Ride with Jennifer Jacobs,7563.9,899,Ride,8.414,2019-03-09T00:19:20+00:00,0,b1683032,134.8,899,135.9,,63.6
2200177544,45 min 80s Ride with Jennifer Jacobs,28533.6,2698,Ride,10.576,2019-03-08T23:32:53+00:00,0,b5274657,160.4,2698,714.4,,76.0
2200216223,Evening Activity,0.0,5700,Workout,0.0,2019-03-08T23:14:00+00:00,0,,135.1,5700,,,
2198357239,30 min Women's History Ride with Jennifer Jacobs,13421.9,1798,Ride,7.465,2019-03-08T02:03:21+00:00,0,b5274657,106.2,1798,221.6,,61.1
2198327202,60 min Football Pregame Ride with Hannah Marie Corbin,32524.8,3599,Ride,9.037,2019-03-08T01:01:03+00:00,0,b5274657,125.3,3599,625.5,,72.9
2196269172,Evening Swim,3017.5,2682,Swim,1.125,2019-03-07T01:39:03+00:00,0,,,4067,,,22.5
2194158283,45 min Intervals & Arms Ride with Jess King,28404.9,2700,Ride,10.52,2019-03-06T01:50:13+00:00,0,b5274657,,2700,702.8,,73.0
2178297937,10 min Cool Down Ride with Olivia Amato,3701.5,560,Ride,6.61,2019-02-27T02:24:18+00:00,0,b5274657,75.6,560,50.7,,48.3
2178286483,60 min Metrics with Jess King,36194.1,3590,Ride,10.082,2019-02-27T01:22:03+00:00,0,b5274657,1.0,3590,839.4,,73.0
2168069827,60 min 80s Ride with Jennifer Jacobs,29821.1,3191,Ride,9.345,2019-02-23T00:00:22+00:00,0,b5274657,135.5,3191,620.9,,71.7
2166155638,60 min Metrics Ride with Nicole Meline,34793.9,3599,Ride,9.668,2019-02-22T01:06:30+00:00,0,b5274657,,3599,747.2,,75.4
2159260531,Evening Activity,0.0,4433,Workout,0.0,2019-02-19T01:33:16+00:00,0,,118.4,4433,,,
2153312183,Morning Activity,0.0,5529,Workout,0.0,2019-02-16T14:16:36+00:00,0,,102.8,5529,,,
2151711015,5 min Cool Down Ride with Emma Lovewell,1013.9,293,Ride,3.46,2019-02-16T00:21:33+00:00,0,b5274657,128.7,293,11.6,,43.4
2151698731,60 min HRZ Endurance Ride with Jennifer Jacobs,33715.7,3599,Ride,9.368,2019-02-15T23:16:24+00:00,0,b5274657,107.1,3599,769.5,,70.6
2147690276,10 min Cool Down Ride with Leanne Hainsby,1319.7,248,Ride,5.321,2019-02-14T02:02:21+00:00,0,b5274657,133.3,248,13.3,,53.5
2147678080,60 min Intervals & Arms Ride with Jennifer Jacobs,35727.4,3598,Ride,9.93,2019-02-14T00:58:33+00:00,0,b5274657,160.4,3598,811.5,,75.5
2147691553,Evening Ride,0.0,4510,Ride,0.0,2019-02-14T00:58:00+00:00,0,b5274657,154.5,4510,,,
2142419765,30 min Intervals & Arms Ride with Ally Love,18201.6,1798,Ride,10.123,2019-02-13T00:28:19+00:00,0,b5274657,78.8,1798,426.0,,76.5
2142375140,Evening Activity,0.0,1267,Workout,0.0,2019-02-13T00:00:22+00:00,0,,101.3,1267,,,
2140235295,Evening Activity,0.0,4028,Workout,0.0,2019-02-12T01:34:44+00:00,0,,117.6,4028,,,
2134566537,Morning Ride,0.0,4030,Ride,0.0,2019-02-09T14:02:44+00:00,0,b5274657,165.8,4030,,,
2131415344,60 min Double Trouble with Lisa  with Antonia DeSantis,30641.8,3332,Ride,9.196,2019-02-07T23:59:50+00:00,0,b5274657,122.7,3332,622.6,,70.7
2127203352,10 min Low Impact Ride with Emma Lovewell,1512.8,554,Ride,2.731,2019-02-06T01:50:45+00:00,0,b5274657,,554,21.8,,42.0
2127189493,30 min Premiere Ride with Olivia Amato,17348.7,1799,Ride,9.644,2019-02-06T01:18:15+00:00,0,b5274657,,1799,386.3,,67.4
2127149945,45 min Classic Rock Ride with Christine D'Ercole,26344.9,2699,Ride,9.761,2019-02-06T00:30:50+00:00,0,b5274657,,2699,575.9,,75.6
2119281088,Morning Ride,0.0,3426,Ride,0.0,2019-02-02T14:02:54+00:00,0,b5274657,157.3,3426,,,
2116469899,10 min Cool Down Ride with Robin Arzon,2285.3,455,Ride,5.023,2019-02-01T01:56:17+00:00,0,b5274657,123.3,455,25.5,,39.5
2116458278,60 min Football Pregame Ride with Hannah Marie Corbin,35582.5,3599,Ride,9.887,2019-02-01T00:54:17+00:00,0,b5274657,154.9,3599,811.8,,64.8
2116391672,Evening Activity,0.0,866,WeightTraining,0.0,2019-02-01T00:37:17+00:00,0,,81.8,866,,,
2112364392,60 min HRZ Endurance Ride with Jennifer Jacobs,23689.5,2467,Ride,9.603,2019-01-30T00:04:25+00:00,0,b5274657,,2467,519.4,,71.1
2104925214,15 min Low Impact Ride with Jennifer Jacobs,5359.1,806,Ride,6.649,2019-01-26T17:09:25+00:00,0,b5274657,139.3,806,69.0,,52.1
2104881521,45 min 90s Country Ride with Hannah Marie Corbin,27407.1,2698,Ride,10.158,2019-01-26T16:20:47+00:00,0,b5274657,164.6,2698,642.0,,70.7
2104911682,Lunch Ride,0.0,3622,Ride,0.0,2019-01-26T16:17:20+00:00,0,b5274657,158.9,3622,,,
2104749114,Morning Activity,0.0,1721,WeightTraining,0.0,2019-01-26T15:45:21+00:00,0,,100.1,1721,,,
2086088560,30 min Hip Hop Ride with Ally Love,0.0,1860,Workout,0.0,2019-01-18T06:34:39+00:00,0,,,1860,,,
2086102917,45 min Intervals & Arms Ride with Leanne Hainsby,17895.9,1874,Ride,9.55,2019-01-18T01:36:47+00:00,0,b5274657,119.5,1874,389.8,,73.2
2084024684,60 min Rock Ride with Hannah Marie Corbin,25636.8,2693,Ride,9.52,2019-01-17T02:00:57+00:00,0,b5274657,152.1,2693,592.7,,73.4
2079383980,Evening Swim,2103.1,2495,Swim,0.843,2019-01-15T01:42:20+00:00,0,,,3990,,,23.2
2068026639,19 min 2 sec Just Ride,7885.8,1120,Ride,7.041,2019-01-10T02:28:45+00:00,0,b5274657,153.2,1120,143.6,,69.3
2068007490,10 min Cool Down Ride with Jess King,6228.2,598,Ride,10.415,2019-01-10T02:16:35+00:00,0,b5274657,152.2,598,150.5,,79.1
2067998375,45 min HRZ Power Ride with Christine D'Ercole,3009.5,534,Ride,5.636,2019-01-10T01:30:50+00:00,0,b5274657,113.7,534,83.7,,80.4
2068035499,Evening Ride,0.0,5548,Ride,0.0,2019-01-10T01:25:48+00:00,0,b5274657,125.2,5548,,,
2065699916,30 min Disco Ride with Leanne Hainsby,18072.9,1798,Ride,10.052,2019-01-09T01:44:57+00:00,0,b5274657,162.2,1798,417.1,,76.1
2065709929,Evening Activity,0.0,3932,Workout,0.0,2019-01-09T01:18:01+00:00,0,,141.1,3932,,,
2063327502,60 min Metrics with Lisa Niren,35598.6,3618,Ride,9.839,2019-01-08T01:07:21+00:00,0,b5274657,148.0,3618,822.9,,80.0
2057627853,Morning Activity,0.0,4307,Workout,0.0,2019-01-05T15:27:47+00:00,0,,147.4,4307,,,
2046829634,10 min Cool Down with Leanne Hainsby,2510.6,417,Ride,6.021,2018-12-31T16:02:53+00:00,0,b5274657,,417,33.5,,56.8
2046800477,30 min Pop Ride with Jess King,17413.1,1799,Ride,9.679,2018-12-31T15:30:50+00:00,0,b5274657,,1799,389.7,,69.7
2046843699,Morning Activity,0.0,5404,Workout,0.0,2018-12-31T14:47:44+00:00,0,,104.2,5404,,,
2042825973,30 min Intervals & Arms Ride with Hannah Marie Corbin,15369.2,1878,Ride,8.184,2018-12-29T19:06:08+00:00,0,b5274657,165.4,1878,348.9,,62.9
2042776820,20 min Beginner Ride with Jennifer Jacobs,11539.0,1200,Ride,9.616,2018-12-29T18:42:49+00:00,0,b5274657,,1200,245.3,,76.7
2036829165,Lunch Walk,1427.1,1131,Walk,1.262,2018-12-26T17:24:18+00:00,13.0,g1453101,103.4,1168,,,52.5
2033428578,Morning Swim,3406.1,4924,Swim,0.692,2018-12-24T13:19:23+00:00,0,,,7068,,,21.3
2024353524,60 min HRZ Endurance Ride with Jennifer Jacobs,34262.9,3599,Ride,9.52,2018-12-19T01:15:09+00:00,0,b5274657,88.3,3599,795.2,,70.5
2024445437,Evening Activity,0.0,1059,Workout,0.0,2018-12-19T00:50:06+00:00,0,,73.5,1059,,,
2022694489,Night Activity,0.0,2204,Workout,0.0,2018-12-18T02:06:16+00:00,0,,122.0,2204,,,
2018613229,45 min 70s Ride with Hannah Marie Corbin,19778.8,2129,Ride,9.29,2018-12-15T17:07:38+00:00,0,b5274657,4.9,2129,514.2,,77.3
2012725353,30 min 80s Rock Ride with Christine D'Ercole,17493.5,1798,Ride,9.729,2018-12-11T23:46:15+00:00,0,b5274657,,1798,385.9,,76.3
2011026608,45 min 80s Ride with Christine D'Ercole,25202.3,2697,Ride,9.345,2018-12-11T01:34:35+00:00,0,b5274657,,2697,552.4,,79.8
2011028449,Evening Activity,0.0,4031,Workout,0.0,2018-12-11T01:13:31+00:00,0,,84.8,4031,,,
1994713006,60 min HRZ Endurance Ride with Jennifer Jacobs,15594.5,1729,Ride,9.019,2018-12-01T15:58:56+00:00,0,b5274657,,1729,333.3,,67.7
1976242314,45 min Climb Ride with Jennifer Jacobs,23013.6,2697,Ride,8.533,2018-11-20T23:09:43+00:00,0,b5274657,97.2,2697,405.5,,66.4
1971613225,Morning Walk,7038.0,6589,Walk,1.068,2018-11-18T09:58:52+00:00,79.0,g1453101,91.4,8082,,,52.5
1956866137,Lunch Walk,14083.3,13447,Walk,1.047,2018-11-10T10:38:25+00:00,54.0,g1453101,73.0,20623,,,47.2
1955182016,Evening Walk,1656.0,1235,Walk,1.341,2018-11-09T18:32:45+00:00,1.0,g1453101,92.1,1235,,,52.3
1937617216,Lunch Walk,3669.6,2824,Walk,1.299,2018-10-31T11:42:47+00:00,46.0,g1453101,81.4,3852,,,51.9
1925744762,10 min Cool Down Ride with Robin Arzon,1931.2,398,Ride,4.852,2018-10-25T01:18:32+00:00,0,b5274657,135.9,398,25.2,,42.2
1925733019,45 min Country Ride with Hannah Marie Corbin,28324.4,2699,Ride,10.494,2018-10-25T00:30:52+00:00,0,b5274657,,2699,697.8,,75.8
1921833226,Evening Swim,2057.4,2039,Swim,1.009,2018-10-23T00:42:46+00:00,0,,,4206,,,22.2
1919647846,Afternoon Activity,0.0,9240,Workout,0.0,2018-10-21T17:50:43+00:00,0,,98.0,9240,,,
1918804507,Morning Ride,29482.2,5544,Ride,5.318,2018-10-21T12:39:20+00:00,36.0,b1683032,82.1,5899,760.5,,47.9
1913503586,45 min 80s Ride with Jennifer Jacobs,27020.8,2697,Ride,10.019,2018-10-19T00:26:46+00:00,0,b5274657,169.4,2697,618.1,,72.7
1913448755,Evening Activity,0.0,1186,Workout,0.0,2018-10-18T23:59:25+00:00,0,,86.4,1186,,,
1913231128,Afternoon Walk,5105.0,3355,Walk,1.522,2018-10-18T20:30:43+00:00,21.0,g1453101,94.1,3495,,,53.7
1909634160,Afternoon Ride,43743.8,5465,Ride,8.004,2018-10-16T21:42:28+00:00,57.0,b1683032,116.1,16174,1444.0,,73.1
1907429552,Evening Swim,2240.3,2139,Swim,1.047,2018-10-16T00:44:14+00:00,0,,,3429,,,20.6
1900827996,30 min Pop Ride with Emma Lovewell,16849.8,1796,Ride,9.382,2018-10-12T22:41:25+00:00,0,b5274657,135.4,1796,348.5,,68.5
1900789335,"Erg, kicking Olivias ass",0.0,999,Rowing,0.0,2018-10-12T22:18:16+00:00,0,,133.7,999,,,25.8
1900761197,Afternoon Activity,0.0,700,Workout,0.0,2018-10-12T21:58:28+00:00,0,,87.1,700,,,
1897321328,Evening Swim,2628.9,2751,Swim,0.956,2018-10-11T00:41:01+00:00,0,,,3803,,,22.6
1895221502,20 min Low Impact Ride with Jess King,7724.8,1196,Ride,6.459,2018-10-10T01:01:08+00:00,0,b5274657,135.5,1196,99.2,,52.4
1895194654,45 min Classic Rock Ride with Jennifer Jacobs,27648.5,2697,Ride,10.252,2018-10-10T00:12:16+00:00,0,b5274657,,2697,663.4,,77.0
1895138317,Dummy with dumbbells,0.0,1532,Workout,0.0,2018-10-09T23:39:41+00:00,0,,114.7,1532,,,
1893093120,Evening Swim,2766.1,3237,Swim,0.855,2018-10-09T00:42:05+00:00,0,,,4172,,,18.0
1886333640,20 min Low Impact Ride with Jess King,3331.3,560,Ride,5.949,2018-10-05T21:32:48+00:00,0,b5274657,93.5,560,36.9,,59.9
1886309022,45 min Live DJ Ride with Jess King,22965.3,2446,Ride,9.389,2018-10-05T20:54:16+00:00,0,b5274657,,2446,484.5,,77.3
1886259860,Afternoon Activity,0.0,1209,Workout,0.0,2018-10-05T20:24:08+00:00,0,,103.5,1209,,,
1884607664,Afternoon Ride,43816.0,5662,Ride,7.739,2018-10-04T21:27:58+00:00,53.0,b1683032,129.9,5719,1370.0,,72.3
1880501115,30 min 90s Rock Ride with Jennifer Jacobs,7113.3,835,Ride,8.519,2018-10-02T22:59:43+00:00,0,b5274657,,835,123.3,,71.6
1880523964,Evening Activity,0.0,1121,Workout,0.0,2018-10-02T22:33:19+00:00,0,,106.1,1121,,,
1878603374,Evening Swim,2308.9,2580,Swim,0.895,2018-10-02T00:44:09+00:00,0,,,2994,,,22.0
1876313879,Morning Ride 40 degrees and raining for 5 hours,160998.0,21208,Ride,7.591,2018-09-30T11:38:45+00:00,265.0,b1683032,136.8,26153,5049.3,,
1873766210,Morning Ride,160975.0,22038,Ride,7.304,2018-09-29T11:38:01+00:00,518.0,b1683032,133.8,27352,4935.2,,65.8
